name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Russia, Krasnodar",2022-11-02,15,3.5,10.1,15,0.2,9.2,5.2,72.3,0.7,100,16.67,rain,0,0,39.2,28.8,234.7,1018.9,60.8,10,55.6,4.8,3,10,2022-11-02T07:03:37,2022-11-02T17:11:05,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-03,14,9.5,11.6,14,9.5,11.6,8.5,81.7,1.8,100,33.33,rain,0,0,39.6,35.1,251.4,1015.1,86.6,9.9,22.8,2,1,10,2022-11-03T07:05:00,2022-11-03T17:09:42,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-04,14.9,5.5,10.3,14.9,3.5,9.7,7,81.5,0.6,100,16.67,rain,0,0,40.3,25.2,269.5,1016.4,45.6,9.8,91.3,8.1,5,10,2022-11-04T07:06:23,2022-11-04T17:08:21,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-05,10,3,5.8,10,1,5.1,4.4,91.3,0,0,0,,0,0,19.4,9,56,1020.5,49.5,6.8,119.1,10.3,5,10,2022-11-05T07:07:46,2022-11-05T17:07:01,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-06,8,1.5,4.1,4.5,-2.7,0.5,2.4,89.5,0,0,0,,0,0,47.2,27,58.5,1025,63.5,6.6,119.4,10.4,5,10,2022-11-06T07:09:09,2022-11-06T17:05:42,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-07,10.5,0.5,5.5,10.5,-3.7,2.7,1.8,78.1,0,0,0,,0,0,43.2,21.6,66.5,1021.7,61.7,10,103.5,9,5,10,2022-11-07T07:10:32,2022-11-07T17:04:26,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-08,8.1,-2.5,2.4,8,-4.8,1.4,0.8,89.6,0,0,0,,0,0,20.9,14.4,48.9,1019.6,50.4,8.6,95.3,8.3,4,10,2022-11-08T07:11:55,2022-11-08T17:03:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-09,10.5,-0.5,4.9,10.5,-2.3,4.1,3.5,91,0,0,0,,0,0,13.3,9,6,1022.6,31.4,4.9,44.3,3.8,2,10,2022-11-09T07:13:18,2022-11-09T17:01:58,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-10,7.1,0,4.2,5.8,-0.5,2.7,3.7,96.4,0,0,0,,0,0,20.9,10.8,74.6,1026.4,89.9,2.9,108.7,9.4,4,10,2022-11-10T07:14:40,2022-11-10T17:00:47,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-11,6,3.5,4.7,6,2.2,3.9,4.6,99.2,0,0,0,,0,0,15.5,7.2,117.7,1028.3,95.2,0.8,107.4,9.4,4,10,2022-11-11T07:16:03,2022-11-11T16:59:37,0.59,Overcast,Cloudy skies throughout the day.,fog,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-12,7,3.9,5.9,7,2.9,5.1,5.3,95.6,0,0,0,,0,0,15.5,12.6,233.1,1030.8,99.9,5.3,99.8,8.7,4,10,2022-11-12T07:17:26,2022-11-12T16:58:30,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-13,14,5,9.7,14,1.6,8.4,5.8,77.6,0,0,0,,0,0,49.3,39.6,261.6,1026.8,63.9,9.8,103.9,9.1,4,10,2022-11-13T07:18:48,2022-11-13T16:57:24,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-14,12.5,2,8.7,12.5,0.5,7.5,4.9,77.3,0,0,0,,0,0,32,25.2,285.5,1023.5,56.9,10,102.5,8.9,4,10,2022-11-14T07:20:10,2022-11-14T16:56:21,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-15,8,-4,2,6.2,-4,0.6,-0.3,86.1,0,0,0,,0,0,18.7,10.8,90.1,1023,32.8,6.6,102.5,8.9,4,10,2022-11-15T07:21:32,2022-11-15T16:55:19,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-16,11,-3,4.6,11,-6,3.4,2.2,85.1,0,0,0,,0,0,25.9,14.4,108.8,1012.5,54.1,9.7,57.5,5.1,3,10,2022-11-16T07:22:54,2022-11-16T16:54:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-17,14.5,8,12.1,14.5,6.5,11.8,8.7,79.8,1.7,100,16.67,rain,0,0,58.7,27,207.5,1005.9,57.7,10,86,7.5,4,10,2022-11-17T07:24:15,2022-11-17T16:53:22,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-18,15,9,12.4,15,8,12.2,8.8,79.5,3.3,100,50,rain,0,0,70.6,36,223.6,1008,70.5,10,35.3,3.1,2,10,2022-11-18T07:25:35,2022-11-18T16:52:27,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-19,18.5,9,13.6,18.5,7.3,13.4,9.9,79.4,0.4,100,12.5,rain,0,0,56.9,36,190.5,1014.2,84.7,10,52.2,4.4,3,10,2022-11-19T07:26:56,2022-11-19T16:51:33,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-20,18,6.5,12.9,18,5.7,12.8,10.2,84.6,0.2,100,8.33,rain,0,0,39.2,12.6,99.6,1019.7,68.4,9,61,5.4,4,10,2022-11-20T07:28:15,2022-11-20T16:50:42,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-21,20.5,9.5,14.5,20.5,8.6,14.5,10,75.3,0,0,0,,0,0,26.6,10.8,107,1014,76.9,9.7,44.3,3.8,3,10,2022-11-21T07:29:34,2022-11-21T16:49:54,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-22,21,8.5,14.9,21,4.7,14.6,9.5,71.2,10.2,100,25,rain,0,0,56.5,32.4,225.4,1009.1,72.4,9.9,48.7,4.2,2,10,2022-11-22T07:30:53,2022-11-22T16:49:07,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-23,11.5,5,8.4,11.5,2.5,6.9,3.9,73.8,0,0,0,,0,0,41.4,32.4,330.8,1015.7,65.2,10,78.2,6.6,4,10,2022-11-23T07:32:10,2022-11-23T16:48:23,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-24,16.5,6.5,11,16.5,4.3,10.3,6.1,72.8,0,0,0,,0,0,19.4,21.6,86.2,1010.8,81.1,10,75.1,6.5,3,10,2022-11-24T07:33:27,2022-11-24T16:47:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-25,13,8.5,9.9,13,6.3,8.8,6.7,80.8,0,0,0,,0,0,39.6,18,73.7,1008.1,65.1,9.9,67.7,5.9,4,10,2022-11-25T07:34:43,2022-11-25T16:47:02,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-26,9,7,8.3,7.6,4.6,6.2,7.1,92.6,5,100,45.83,rain,0,0,25.6,17.6,49.7,1014,86.7,9.9,17.4,1.5,1,10,2022-11-26T07:35:59,2022-11-26T16:46:25,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-27,7,6,6.8,7,3.7,5.6,6.3,97,7.2,100,50,rain,0,0,18.4,12.6,29.3,1021.6,98.2,7.1,12.4,1.1,1,10,2022-11-27T07:37:13,2022-11-27T16:45:50,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-28,7,4.9,5.9,5.7,0.5,2.8,5,93.9,0,0,0,,0,0,32.8,25.2,56.2,1025,99.1,9,61.8,5.4,4,10,2022-11-28T07:38:26,2022-11-28T16:45:18,0.16,Overcast,Cloudy skies throughout the day.,cloudy,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-29,7.5,1,4.6,4.3,-4.6,0,2.1,84.1,0,0,0,,0,0,47.5,35.3,71.9,1024,90.6,10,78.5,6.8,4,10,2022-11-29T07:39:38,2022-11-29T16:44:48,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-11-30,8,1.5,4.2,4.1,-3.5,-0.5,-0.3,73.2,0,0,0,,0,0,57.6,30.6,79.2,1023.5,52.3,10,82.9,7.2,4,10,2022-11-30T07:40:49,2022-11-30T16:44:21,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-01,10,2,5.2,10,-1.8,1.5,0.6,73,0,0,0,,0,0,47.7,30.6,76.8,1023.5,71.9,10,71,6.1,3,10,2022-12-01T07:41:59,2022-12-01T16:43:57,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-02,8,3,5.1,4.7,-1.4,1,0.7,73.4,4.4,100,37.5,rain,0,0,50.4,28.2,78.4,1022.3,57.5,10,27.5,2.2,2,10,2022-12-02T07:43:07,2022-12-02T16:43:35,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-03,5,1.9,3.1,0.7,-3.8,-2.2,-0.1,79.9,7.6,100,54.17,rain,0,0,54,35.4,71.5,1026.1,82.2,10,27,2.3,2,10,2022-12-03T07:44:15,2022-12-03T16:43:15,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-04,1.5,-2,-0.4,-4.2,-8.9,-6.6,-4.5,73.7,0,0,0,,0,0,47,32.4,69.7,1032.4,89,10,78.1,6.7,4,10,2022-12-04T07:45:20,2022-12-04T16:42:58,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-05,3.5,-2,-0.3,-1.6,-8.5,-6.3,-4.8,72.2,0,0,0,,0,0,43.2,34.2,72.5,1030.6,60.2,10,80,7,4,10,2022-12-05T07:46:24,2022-12-05T16:42:44,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-06,5,-4,-0.3,1.3,-10.2,-5.5,-4.7,72.9,0,0,0,,0,0,43.2,23.2,71.3,1026,77.6,10,57.8,5,3,10,2022-12-06T07:47:27,2022-12-06T16:42:32,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-07,4.4,-3,0.2,1.2,-7.6,-3.7,-3.6,75.6,0.2,100,8.33,"rain,snow",0,0,27.4,18,72.4,1021.7,80.8,10,58.8,4.9,3,10,2022-12-07T07:48:28,2022-12-07T16:42:23,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-08,7.5,-2,2.5,5.5,-5.9,-0.4,-1.8,74.2,0,0,0,,0,0,18,14.3,77.5,1022,72.4,10,49.7,4.2,2,10,2022-12-08T07:49:28,2022-12-08T16:42:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-09,10.5,-1,4.8,10.5,-3.6,3,0.2,73,0.2,100,8.33,rain,0,0,18,14.4,80.4,1021,68.3,10,55.2,4.7,3,10,2022-12-09T07:50:25,2022-12-09T16:42:13,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-10,17,5,9.3,17,3.1,8.3,4,71,0.8,100,12.5,rain,0,0,18.4,18,94.5,1018.3,54.7,10,75.4,6.5,3,10,2022-12-10T07:51:21,2022-12-10T16:42:12,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-11,15,5,9,15,2.5,7.5,2.2,63.6,0,0,0,,0,0,20.9,18,74.8,1013.1,74.7,9.9,69.4,6,3,10,2022-12-11T07:52:15,2022-12-11T16:42:14,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-12,8,4,6.2,6.8,1,3.7,1.4,71.7,2.9,100,25,rain,0,0,23.8,19.8,80.6,1009.7,58.8,10,11.3,0.9,1,10,2022-12-12T07:53:08,2022-12-12T16:42:18,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-13,11.5,6,8.5,11.5,1.6,6.6,7.1,91,4.5,100,41.67,rain,0,0,54.4,28.3,100.4,1008.8,59.4,9.9,46.7,4,3,10,2022-12-13T07:53:58,2022-12-13T16:42:25,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-14,5,-1.5,1.8,3.4,-5.3,-0.8,-0.3,87,4.4,100,25,"rain,snow",0,0.1,32.4,25.2,318.5,1019.6,74.4,9.4,62.5,5.3,3,10,2022-12-14T07:54:46,2022-12-14T16:42:35,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-15,7,-1,3.7,4.9,-4.7,0.3,1.7,87.1,0.5,100,4.17,rain,0,0,27.7,17.7,78.7,1018.9,74.5,9.9,63,5.3,3,10,2022-12-15T07:55:32,2022-12-15T16:42:47,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-16,12,6,8.3,12,2.5,6.9,7.6,95.3,1.5,100,20.83,rain,0,0,22,18,117.6,1019.8,91.4,5.9,42.5,3.7,3,10,2022-12-16T07:56:16,2022-12-16T16:43:02,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-17,15.5,5,9.2,15.5,2.8,8.2,7.3,88.9,0,0,0,,0,0,18.4,16.8,115.9,1022.9,31.6,9.1,71.9,6.2,3,10,2022-12-17T07:56:58,2022-12-17T16:43:19,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-18,18,2.5,7.8,18,-0.2,6.3,5.5,87.6,1.7,100,25,rain,0,0,36,27,275.7,1022.9,60.6,8.8,55,4.8,3,10,2022-12-18T07:57:37,2022-12-18T16:43:40,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-19,4,-1,0.6,-0.4,-6.7,-4.1,-3.1,76.6,0.1,100,4.17,rain,0,0,36,21.6,352.6,1032.7,95.4,10,32.6,2.8,2,10,2022-12-19T07:58:14,2022-12-19T16:44:02,0.87,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-20,3,-6,-2.4,-1.2,-10.7,-6.5,-5.5,80.1,0,0,0,,0,0,27.4,21.6,46.1,1034.4,10.3,10,78.5,6.9,4,10,2022-12-20T07:58:49,2022-12-20T16:44:27,0.9,Clear,Clear conditions throughout the day.,clear-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-21,6,-6.5,-0.6,5.1,-9.5,-2.2,-2.4,88.3,0,0,0,,0,0,9,10.8,90.2,1026.2,48.4,8.2,39.8,3.5,2,10,2022-12-21T07:59:22,2022-12-21T16:44:55,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-22,10,-1.5,2.5,9.2,-2.5,1.5,0.6,88.1,0,0,0,,0,0,13,9,106.5,1023,6.8,7.5,74.4,6.3,3,10,2022-12-22T07:59:52,2022-12-22T16:45:25,0.97,Clear,Clear conditions throughout the day.,clear-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-23,9.9,-3.5,1.3,9.1,-6.5,-0.6,-1,86,0,0,0,,0,0,13.3,10.8,74.2,1018.2,3.8,8.1,75.4,6.3,3,10,2022-12-23T08:00:20,2022-12-23T16:45:58,0,Clear,Clear conditions throughout the day.,clear-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-24,8,-4.5,0.8,7.4,-7.1,-0.4,-1.2,87.6,0,0,0,,0,0,11.2,9,63.7,1016,28.3,7.4,74,6.3,3,10,2022-12-24T08:00:45,2022-12-24T16:46:33,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-25,10,0.5,5.6,10,0.5,4.1,2.8,82.4,0,0,0,rain,0,0,16.9,12.6,113,1017.6,66.5,10,65.7,5.8,3,10,2022-12-25T08:01:08,2022-12-25T16:47:10,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-26,10,1,5.6,10,0,4.8,3.4,86.5,3.2,100,25,rain,0,0,20.2,10.8,88,1021,56.1,9.3,4.4,0.4,0,10,2022-12-26T08:01:29,2022-12-26T16:47:50,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-27,8,2,5.9,6.2,0.5,4.2,4.6,91.3,1.8,100,16.67,rain,0,0,22.7,14.4,211.4,1022.8,64.5,7,42,3.7,2,10,2022-12-27T08:01:47,2022-12-27T16:48:32,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-28,8.5,3,5.8,6.3,-1.6,2.3,3.5,85.2,11.7,100,45.83,"rain,snow",0,0,49.7,36,253.6,1020.4,84.5,9.5,8.5,0.6,1,10,2022-12-28T08:02:02,2022-12-28T16:49:16,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-29,7,-1,2.9,5.3,-3.9,0.5,-0.3,80.7,0,0,0,snow,0,0,16.9,14.4,212.7,1030.3,56.2,10,64.8,5.7,3,10,2022-12-29T08:02:14,2022-12-29T16:50:03,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-30,11,0.5,4.7,11,-1.1,2.6,-0.4,70.2,0,0,0,,0,0,29.2,12.6,142.4,1028.7,61.1,10,72.7,6.3,3,10,2022-12-30T08:02:25,2022-12-30T16:50:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2022-12-31,13.5,0,6,13.5,-2.5,4.7,2.5,79.1,0,0,0,rain,0,0,38.2,27,236.4,1027.6,50.7,9.4,59.6,5.2,3,10,2022-12-31T08:02:32,2022-12-31T16:51:42,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-01,13,-1,6.2,13,-3.6,5.5,3.8,85.7,0,0,0,,0,0,36.7,28.8,223.3,1030.5,61.7,6.2,63,5.5,3,10,2023-01-01T08:02:37,2023-01-01T16:52:35,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-02,14,6,10.3,14,3.7,9.1,6,74.9,0,0,0,,0,0,37.6,32.4,226.5,1029.7,31.5,10,74.4,6.4,3,10,2023-01-02T08:02:39,2023-01-02T16:53:30,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-03,15,0,6.7,15,-2.5,5.4,3.2,80.5,0,0,0,,0,0,18.4,14.4,207.6,1025.9,5.7,8.4,76.8,6.7,4,10,2023-01-03T08:02:39,2023-01-03T16:54:27,0.38,Clear,Clear conditions throughout the day.,clear-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-04,9,1,5.4,6.8,-2.3,3,4,90.8,0,0,0,rain,0,0,28.8,21.6,291.5,1021,61.8,8.7,49.9,4.3,3,10,2023-01-04T08:02:36,2023-01-04T16:55:26,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-05,9,-3,4,5.5,-3.6,1.2,0.9,81.9,0.4,100,8.33,rain,0,0,54.4,36,220.6,1019,71.3,7.1,62.3,5.4,3,10,2023-01-05T08:02:30,2023-01-05T16:56:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-06,10,7,8.1,10,2.5,4.9,5.7,85.1,17.2,100,62.5,rain,0,0,54,36,231.2,1009.8,90,9.6,26.7,2.4,2,10,2023-01-06T08:02:22,2023-01-06T16:57:28,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-07,5,-9,-2.9,0.2,-15.3,-8.4,-6.1,78.9,0.3,100,8.33,"rain,snow",0,0,50.4,32.4,330.4,1023.1,86.2,9.8,59.6,5.3,3,10,2023-01-07T08:02:12,2023-01-07T16:58:32,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-08,-7,-12.1,-9.8,-13.7,-19.4,-16.7,-13.8,73.3,0,0,0,,0,0,29.5,21.6,55.4,1030.6,63.8,10,56.4,4.7,3,10,2023-01-08T08:01:58,2023-01-08T16:59:38,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-09,0,-14,-6.9,-4.3,-20.3,-12.4,-12.1,68.6,0,0,0,,0,0,36,21.6,75.2,1031,20.8,10,88.4,7.5,4,10,2023-01-09T08:01:42,2023-01-09T17:00:45,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-10,0,-8,-4.8,-5.9,-15.6,-11.6,-11.4,61,0,0,0,,0,0,48,28.8,76.3,1029.1,7.9,10,88,7.4,4,10,2023-01-10T08:01:24,2023-01-10T17:01:53,0.61,Clear,Clear conditions throughout the day.,clear-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-11,3,-6,-2.3,-2.1,-13.6,-8.5,-8.7,62.6,0,0,0,,0,0,47.8,31.9,77,1028.1,9.3,10,87.9,7.4,4,10,2023-01-11T08:01:03,2023-01-11T17:03:03,0.65,Clear,Clear conditions throughout the day.,clear-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-12,4,-8,-2.5,2.2,-11.9,-5.8,-6.5,74.8,0,0,0,,0,0,46.8,14.6,68.3,1024.2,18.1,10,88,7.5,4,10,2023-01-12T08:00:39,2023-01-12T17:04:15,0.68,Clear,Clear conditions throughout the day.,clear-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-13,3,-9,-4,3,-12.9,-5.4,-6.8,82.5,0,0,0,,0,0,13,7.7,68,1021.1,36.1,9.3,87,7.5,4,10,2023-01-13T08:00:13,2023-01-13T17:05:28,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-14,6,-9,-3.5,4.5,-11.8,-4.5,-5.8,85,0,0,0,,0,0,17.3,10.8,67.6,1020.9,33.9,6.1,89,7.6,4,10,2023-01-14T07:59:44,2023-01-14T17:06:42,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
"Russia, Krasnodar",2023-01-15,6,-4,-0.5,6,-7.1,-2.1,-2.7,85.7,0,0,0,,0,0,20.5,14.4,95.8,1021.4,54.2,8.3,50.3,4.4,3,10,2023-01-15T07:59:13,2023-01-15T17:07:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34922099999,34929099999,34937099999,URKK,34924099999"
